CASO_ID,MERCADO_ANALISTA,DESCRIPCION_CIUDADANO,PETICION_CIUDADANO
307313,APIA -Reclamo Seguros ,"CHOQUE DE VEHÍCULO, EL CUAL LA COMPAÑÍA DE SEGUROS NO RESPONDIÓ POR EL ARREGLO DEBIDO A QUE NO SE DIO AVISO DE MANERA INMEDIATA DEL CHOQUE A CARABINEROS, LAS ESCUSAS QUE NOSOTROS DIMOS FUE QUE EL ESTADO DE SHOCK DEL CONDUCTOR POR EL ACCIDENTE NO PERMITIÓ REALIZAR LA DENUNCIA HASTA 12 HORAS CON 11 MINUTOS OCURRIDO EL SINIESTRO, SEGÚN LA HORA DE LA CONSTANCIA DE CARABINEROS QUE SE MOSTRÓ COMO ANTECEDENTE.
TODO ESTE PROCESO QUE FINALMENTE DETERMINO EL NO PAGO DEL VEHÍCULO, YA QUE SE MANIFESTÓ QUE ERA PERDIDA TOTAL DURÓ UN MES.
ADICIONAL A ESO UNA VEZ DEVUELTO EL VEHÍCULO, SE DEVUELVE EN PEORES CONDICIONES DE LAS QUE SE ENTREGÓ IMPOSIBILITANDO ""EL USO Y/O REPARACIÓN"" Y ESTANDO HOY A 13 DE JUNIO HAN TRANSCURRIDO MAS DE DOS MESES SIN PODER UTILIZAR EL VEHÍCULO Y AUN CANCELANDO LA PRIMA DEL SEGURO, SIN TENER NINGUNA SOLUCIÓN Y SOLO DESMEDROS.","EL PAGO DEL VEHÍCULO, LA REPARACIÓN TOTAL DE LOS DAÑOS PRODUCTO DEL CHOQUE Y LOS OTROS DE RESPONSABILIDAD DE ELLOS SIN COSTO PARA MI U UNA CANTIDAD DE DINERO QUE COMPENSE EN ARREGLO TOTAL DE ÉSTE , YA QUE NO PUEDE SER QUE TRANSCURRA TANTO TIEMPO POR EL ARREGLO, Y EN MEJOR DE LOS CASOS UNA VEZ DETERMINEN ARREGLARLO ESO SIGNIFICARÁ MÁS DE DOS SEMANAS MÁS SIN VEHÍCULO Y CASI TRES MESES CON ESTE PROCESO."
450192,APIA -Reclamo Seguros ,"Mi casa que fue comprada en el año 2008, con recepción municipal del mismo año, presenta fisuras exteriores las que producen humedad visible al anterior de la casa, entre otros daños como; humedad en la venta principal, fisura interior en el dormitorio del 2do piso, entre otros daños menores. Hice el reclamo correspondiente en BCI seguros y nos visitó un liquidador para constatar los daños, pero la respuesta a nuestra solicitud fue que estos daños corresponden a una falla de construcción de la vivienda y no a una falla que esté cubierta por el seguro reclamado con póliza N°XX. Post venta de la inmobiliaria PY respaldados en la normativa Chilena 433 insisten que este tampoco es un tema de ellos ya que después de recibida la vivienda, en el año 2010, hubo un terremoto, por lo tanto para ellos el encargado de reparar los daños antes mencionados es el seguro de la casa, que en este caso es BCI seguros.","Solicito que BCI seguros verifique nuevamente los antecedentes entregados ya que según lo expuesto, los encargados de hacer las reparaciones o de responder por los daños que presenta mi casa son ellos (BCI seguros)."
380734,Reclamo Valores,"Esta Empresa ECL Ex Edelnor ha presentado balances muy deficientes por el motivo que los dueños Suez tienen una empresa llamada Gas mejillones que le vende el gas a precios altisimos a ECL llevandose la utilidad a Francia x esa via y a ECL le queda un miserable dividendo esto lo vienen realizando desde la fución electroandina y edelnor
los mas afectados somos todos los accionistas minoritarios 25% y AFP con un 23% acionario y nadie fiscaliza esto.
Yo pido que este año acuda un representante de la SVS  a la junta de accionistas a realizarse el 29 de Abril 2014, para que tomen nota si corresponde esta situación.",Solicito que asista un representante a la junta de accionistas a realizarse el 29 de Abril 21014
637717,APIA -Reclamo Seguros ,"me han notificado que mi poliza XX se ha decidido no renovar . aUN NO HAN PROBADO FECHA DE ENVIO DE CARTA CERTIFICADA YA QUE SEGÚN YO CREO LA RECIBI POSTRIOR A LA FECHA QUE DEBIERA SER POR UN LADO. teLEFONICAMENTE ME INDICAN YA NO CONTINBUAN DANDO ESTE SEGURO Y ESA ES LA RAZÓN ; SEGÚN CLAUSULA DE ARTICULO 12 ME ESTAN NOTIFICANDO PERO EL ARTICULO 14 DE LA POLIZA DICE ACERCA DE LA INDISPUTABILDAD EN VIDA DEL ASEGURADO LUEGO DE TRANSCURRIDOS 2 AÑOS DE VIGENCIA. eL SEGURO DATA DESDE 2008 ES DECIR 8 AÑOS. EL AÑO PASADO SE TUVO QUE OCUPAR EN UNA ENFERMEDAD GRAVE DE MI MARIDO.QUISIERA SABER SI ES LEGAL LLEGAR Y DEJAR EL SEGURO UNILATERALMENTE DESPUES DE 8 AÑOS CON LA EXCUSA DE QUE "" YA NO SEGUIRAN DANDO ESTE SEGURO"" Y QUE PODRÍA TOMAR OTRO POR SUPUESTO CON OTRO TIPO DE DEDUCIBLE Y CONDICIONES. MUCHAS GRACIAS",FAVOR CONFIRMAR SI ES LEGAL EL DEJAR DE DAR UN SEGURO QUE CONTIENE UNA CLAUSULKA DE iNDISPUTABILIDAD LUEGO DE 2 AÑOS DE VIGENCIA SIENDO QUE LLEVA 8 AÑOS
683933,Reclamo Valores,"Al día 02/07/2015 ingresa a mi cartola $190.000.000 que supuestamente no eran míos (no lo tengo claro) ya que, corredora no da mayor información como por ej. de dónde provienen o a quien pertenecen estos fondos. Estos se mantienen en fondo mutuo Capital Fin A hasta que ejecutiva Sra. XX me informa la disponibilidad y la baja rentabilidad de fondo mutuo (Capital Fin A) por ende me recomienda invertirlos en USA.

Las ganancias o perdidas son de mi responsabilidad, ya que, yo elijo que acciones comprar. 

El gran problema se inicia a principios de Septiembre 2015 cuando -supuestamente- se dan cuenta que dicho dinero no me pertenece y que debo devolverlos a la brevedad. (el desorden dentro de esta corredora es inaceptable.

Luego de innumerables llamados telefónicos presionándome para devolver la plata, que repito no tengo claro hasta el día de hoy que no me pertenece, ya que, no han demostrado lo contrario, accedo a una reunión en Banco de Chile, sucursal Talagante con los ejecutivos XX y XX donde siguen pidiéndome que devuelva la suma antes mencionada y que ellos no pueden recomendar ni vaticiniar lo que pasará con el mercado (lo que me llama bastante la atención) ellos son los expertos no ¿?, y dejan toda la responsabilidad en mi.
","A raíz de este problema, por un error de corredora, aparece la venta de 34.930 acciones de LAN a precio $3.520 aprox. equivalentes a $122.953.600 que valorizados al día de hoy (18-01-2017, $6.110) que LAN está apuntando al precio de compra que misma corredora me hizo comprar a precios de $14.000, $12.000, $8.500.  Equivalen a $213.422.300 con una diferencia de $90.468.700 ...

Necesito orden verbal o escrita de venta de LAN con fecha 22/05/2015.
Confirmación de orden o algún documento o grabación que certifique la venta.
Facturas números 7244733 & 7244360

Adjunto cartola"
356438,Reclamo Valores,"Favor notificar a Deutsche Securities Corredores de Bolsa, que debe informar sólo los HECHOS ESENCIALES, y no llenar de SPam mi correo eletróncio.  El día de hoy 18 de Diciembre, cuando me dediqué a contarlos recibí 18 a 20 mails con 18 a 20 Hechos Esencuiales de Deutsche, los que por su amplia cantidad no constituyen Hechos Esenciales.  Es una práctica muy molestosa la de Deutsche Securities y no la emplea ninguna otra corredora de bolsa, les adjunto un pdf de muestra.  Lo ideal es que hiciera un solo envio con toda la información diaria resumida.","Notificar a Deutsche Securities que revise sus procesos e informe sólo los verdaderso hecos Esenciales, es decir, aquelos que le pueden afectar en forma material importante."
771894,APIA -Reclamo Seguros ,"He ingresado un reclamo a través de la pagina de HDI (ticket XX/Cobranza) debido a que pague duplicada una cuota(venc. 05/09 cancelada 29/08 en doble instancia) debido a problemas con el proveedor de pagos. A la fecha HDI y su departamento de finanzas no tienen idea de lo que esta sucediendo, y desconocen haber recibido doble pago de la cuota señalada. He remitido mis antecedentes a XX y XX(ejecutivas HDI) sin obtener respuestas en múltiples instancias. Necesito que se revise la forma de recepción de ingresos y gestión de devoluciones, ya que claramente es una deficiencia, como es el servicio al cliente. Además no hay forma de comunicarse con las jefaturas y/o gerencias para dar celeridad a este tipo de asuntos.

Adjunto documento de movimiento de mi cuenta, lineas 5 y 6 pagos duplicados.",Respuesta a la brevedad ya que la próxima cuota del seguro de mi vehículo vencerá el día 05/10.
779775,Reclamo Valores,"ESTIMADOS:
TENGO ACCIONES EN BANCO SANTANDER HACE MUCHOS AÑOS Y DEJE DE RECIBIR INFORMACIÓN Y CARTOLAS, DESEO UNA BUENA ASESORIA, TAL VEZ SERÌA BUENO VENDERLAS POR EJEMPLO O INVERTIR MÁS, DESCONOZCO SI HE OBTENIDO DIVIDENDOS ESTE ULTIMO AÑO, LLAMÉ COMO INDICARON ELLOS AL VOX INVERSIONES 6003203001 Y NO CONTESTAN NUNCA, HASTA QUE ME ABURRÍ.","cARTOLAS DE MOVIMIENTOS, INFORMACIÓN DE SALDOS A FAVOR POR INVERSIÓN, ASESORÍA DIGNA, SOY JUBILADA POR LO QUE CUALQUIER SALDO A FAVOR, UTILIDADES ME SIRVEN."
630914,APIA -Reclamo Seguros ,"El 20 de Julio del 2016 presento al Banco Scotiabank mis antecedentes para declarar siniestro y activar seguro de cesantía contratado para Crédito de Consumo. Presento fotocopia legalizada ante Notario de mi Finiquito de trabajo con fecha 19 de julio del 2016 que especifica causal de despido Artículo 161 del Código del Trabajo esto es ""Necesidades de la empresa”, esto acompañado de copia de mis últimas 12 cotizaciones de la AFP y fotocopia de mi Cédula de Identidad por ambos lados.
El Banco Scotiabank me indica que para hacer efectivo el seguro correspondiente, debo presentar certificado AFP con fecha 19-08-16 esto es mas de 30 días después declarado el siniestro, para que lo evaluen ó presentar certificado el 25-09-16 esto es mas de 61 días después declarado el siniestro .

Gracias, por su ayuda.

Saludos cordiales,

XX
","Que el Banco Scotiabank, cumpla la póliza y me cubra las cuotas en los días hábiles que corresponden y no deba esperar 60 días para una póliza y no solicite mas documentación que no corresponde, solo para ganar tiempo y las cuotas se sigan cobrando por parte de ellos.
Gracias."
670340,APIA -Reclamo Seguros ,"Saludos Señores de SVS.
Me dirijo a Uds. con la necesidad de esclarecer mi problema con aseguradora Vida Cámara (beneficio convenio empresa).
La aseguradora está pagando una cirugía que considera ambulatoria, sin embargo discrepo con ellos, dado que existe un día cama asociado a esta cirugía y además el tiempo que demoró esta cirugía fue de 4 horas aproximadamente (fuente: http://www.anestesiachile.cl/cirugia-ambulatoria.html)
El costo es mucho menor para ellos bajo este ítem. Y bastante más caro para mí dado que existe una cirugía ambulatoria, anterior (sin día cama asociado, con un tiempo de duración de más menos 1 hora y con un descanso postoperatorio en una sala destinada a ello con sillones) bajo el mismo diagnóstico, en la Clínica Universitaria Concepción; la póliza (XX) tiene un tope de 25UF bajo el ítem de cirugía ambulatoria que estaría en su tope y creo que por ello les es más económico enmarcar esta cirugía en ambulatoria.
","Solicito, por favor, intercedan por mí para establecer que el procedimiento no correspondió a una cirugía ambulatoria dado que hay un día cama asociado a los costos, junto con una intervención que, por procedimiento normal dura más de 1 hora (en este caso, 4 horas aprox.). Dado que considero que se aprovechan de la falta de definición para una operación ambulatoria o no.
"
623312,APIA -Reclamo Seguros ,"Me sometí a una histerectomía en Clínica Las Condes en octubre de 2015 por diagnóstico de metrorragia, y el seguro de la clínica (contratado en 2013) me rechazó la cobertura por una supuesta preexistencia. El tema es que esta no existe, lo que comprobé con las declaraciones de mi médico tratante actual y el anterior (solicitado por el seguro), quienes afirman que mi diagnóstico no tiene relación con patologías presentadas anteriormente. Tengo otros diagnósticos y cirugías ginecológicas anteriores (en esa y otra clínica) que no tienen relación con esta intervención, y están justificando el recahzo con una supuesta relación a una cirugía de mama realizaa anteriormente. Considero injusto que se castigue a una mujer por presentar diferentes problemas ginecológicos considerándolos todos como uno solo, y obviando su complejidad.","Solicito a ustedes la instancia para revisar este fallo, ya que es arbitrario que en este caso se resuelva sin considerar mis preexistencias reales y las opiniones de los profesionales que ya conocen el caso particular ampliamente. Desde ya les agradezco el tiempo y la gestión. Ante cualquier otro documento o antecedente que sea necesario adjuntar les agradeceré hacérmelo saber.
Atentamente,
XX"
497372,APIA -Reclamo Seguros ,"Desde Diciembre de 2014 poseo un seguro automotriz con Penta Security, el cual fue contratado a través de Falabella corredores de seguros. Los pagos se realizan a traves de cargo automático a mi tarjeta de crédito. Dado que en el cargo a la tajeta sólo aparece a quien se realiza el pago, SIN IDICAR EL CONCEPTO Ó NUMERO DE POLIZA DE SUGURO Ó DESCRIPCIÓN ALGUNA DEL PAGO EFECTUADO,  se solicitó que enviaran un comprbante de pago mensual por el concepto que corresponde. Me indicaron que FALABELLA SEGUROS NO ESTREGA COMPROBANTES DE PAGO!!! a personas naturales, sólo empresas. Me parece irregular la situación, ya que entiendo toda transacción debe generar un comprobante de pago por el servicioo bien que se esté transando. 

Por favor agradeceré me indiquen si esta actividad es legal y es normal que se nieguen a enviar comprobante de pago.
XX","-Que envíen comrprobante de pago de manera mensual por el concepto que corresponde.
-Que me indiquen si la acción arbitraria que toma Falabella corredora de seguros de NO enviar comprobante de pagos es legal y realmente no están obligados a hacerlo. Esto para iniciar las acciones correspondientes dependiendo del caso."
656762,APIA -Reclamo Seguros ,"ESTOY MOLESTO YA QUE CON FECHA 30/09/2016 DEL PRESENTE AÑO MI SEGURO CON AHORRO ANTI-FRAUDE FUE CADUCADO POR PARTE DE LA COMPAÑÍA. PRESENTE MI DERECHO A REHABILITAR LA PÓLIZA CON LA INTENSIÓN DE QUE SE CARGARAN LAS PRIMAS PENDIENTES QUE NO ERAN MAS DE TRES SI NO ME EQUIVOCO, Y QUERÍA PAGARLAS PARA QUE SE PROCEDIERA EL PAGO DE MI SEGURO QUE HE TENIDO HACE 5 AÑOS. LAMENTO QUE LA COMPAÑÍA NO ME HA CONTACTADO NI ENVIADO UNA CARTA AL DOMICILIO ESPECIFICANDO PORQUE NO QUIEREN REHABILITAR EL SEGURO, PERO MAS QUE ESO QUIERO SEÑALAR QUE NO ME DI CUENTA DEL NO COBRO DE LAS PRIMAS, Y ESTUVE PAGANDO MI SEGURO CON TRANQUILIDAD POR MAS DE 4 AÑOS Y FRACCIÓN Y JUSTO AHORA CUANTO ESTABA A PUNTO DE PAGARSE LA DEVOLUCIÓN SE GENERA ESTE PROBLEMA QUE TENDRÍA SOLUCIÓN SI ME PERMITIERAN PAGAR LAS CUOTAS QUE NO SE CARGARON Y ASÍ PODER REHABILITARLO Y OBTENER LA DEVOLUCIÓN QUE CORRESPONDE, Y ADEMAS QUE FUE LO QUE ME MOTIVO A CONTRATAR EL SEGURO.","SOLICITO QUE LA COMPAÑIA RSA REHABILITE MI SEGURO YA QUE COMO CLIENTE NO HE TENIDO SINIESTRO, ADEMAS NUNCA FALLE ANTERIORMENTE A ESTE PAGO, ADEMAS TAMPOCO SE ME AVISO AL PRIMER MES DEL NO COBRO DE LAS PRIMAS ENTONCES NO PUDE REACCIONAR ANTICIPADAMENTE A ESTE PROBLEMA. EN FIN NECESITO QUE REHABILITEN MI SEGURO YA QUE HE SIDO BUEN CLIENTE Y ES MI AHORRO."
558615,Reclamo Valores,"Estimados
A principio de año, pagando al día mis cuotas, hubo una baja de contratos en el sector norte, el cual implico acercarme a esta institución para que me dieran 3 cuotas sin pagar y así ordenar la caja.
Luego, me solicitaron mil documentos, y luego me apuraron para que pudiéramos firmar el credito, el cual me bajaría mi carga financiera en al menos 2 MM, pero que no implicaría nada mas.
Luego, este mes he tratado de vender dos buses, de lo que se ha pagado mas de un 70% de las cuotas, y solicite el valor de prepago, donde me encontré con la ingrata noticia:
1. Se firmo un solo contrato por los 4 buses
2. No es posible prepagar un o dos buses porque no esta en su detalle de contrato (Se adjunta respuesta de sus correos)
3. Al insistir, me encuentro con otra mala sorpresa, que me envían el valor prepago de los 2 buses que tengo mas del 80% de las cuotas pagadas, con unos valores que son muy altos. Y donde la respuesta de parte de la entidad es """"""""Todos los buses están en un solo contrato, el  valor de prepago total asciende a UF16.536,06 Iva incluido, si quieres vender uno de los buses necesariamente debes modificar el contrato, no es una posición mia es el procedimiento para estos casos, en estricto rigor los prepagos parciales no existen. Dame la patente del que quieres vender para informar el valor de prepago de ese bus.""""""""

Por lo tanto quisiera de su ayuda y guía para analizar este caso que es primera vez que me pasa.","revisar las tasas y procedimientos de Progreso leasing y el porque me esta trabando la posibilidad de bajar mi carga financiera al enviar valores de prepagos que están un 30% del valor venta actual.
"
632396,Reclamo Valores,"Con fecha 11/Agosto/2016 la entidad BTG Pactual me informo del termino de contrato para mi cartera de acciones, adjuntando una cartola donde indicaba mi estado de cuenta al 31 de Julio de 2016.
Los valores presentados ademas incluian una valorizacion bursatil de mis acciones.
La nota señala claramente que el valor de mi saldo de 2.846.500 seria traspasado a la sociedad titular de la inversion en un plazo fijado por contrato.
Hoy 18 de Agosto he solicitado a BTG el abono del dinero a la respectiva cuenta corriente, pero se niegan argumentando cuestiones operativas que a mi como cliente no me interesan, pues solicito unicamente que se me abone mi dinero, sin crearme problemas, como tener que recurrir a terceras personas para atender mi solicitud, creo que es lo minimo tratandose de un cierre de cuenta unilateral",Que se abone el equivalente en dinero informado por la corredora a la cuenta corriente de XX
755947,APIA -Reclamo Seguros ,"Bueno recurro a ustedes , ya que el liquidador de Liberty Seguros (antiguo Penta  Seguros), pretende que pague el  deducible de 5UF como consta en la liquidación, en consecuencia  que dentro de mi poliza existe el DEDUCIBLE INTELIGENTE que dice ¨EL DEDUCIBLE CONTRATADO POR EL ASEGURADO NO SE APLICARA CUANDO EXISTA UN TERCERO (VEHICULO MOTORIZADO) CLARAMENTE  IDENTIFICADO Y DEFINITIVAMENTE CULPABLE. Este es mi caso, me chocó un transantiago debidamente identificado el conductor nombre dirección y placa patente de la micro, esto lo hizo carabineros en el sitio del suceso, ahora una ejecutiva me dijo que no correspondia porque me choco en la parte trasera derecha y debía ser en el centro centro, esa aseveración no aparece en ninguna parte de la poliza, les adjunto todos los documentos , ruego me ayuden , lo encuentro un abuso. ","Respetar el punto de no pagar deducible de 5UF, ya que cumplo con todos los motivos para que este se cumpla. Muchas gracias."
672842,APIA -Reclamo Seguros ,"CON FECHA 09 DE DICIEMBRE DE 2016 ME HACEN LLEGAR CORREO ELECTRÓNICO CON INFORME DE LIQUIDACIÓN DONDE ESPECIFICAN QUE NO CUMPLO CON LA VIGENCIA DEL SEGURO Y EL DIAGNOSTICO DEL CARCINOMA, A LO QUE NO CORRESPONDE PORQUE TENGO LA RECEPCIÓN DE PÓLIZA DONDE SEÑALA QUE SU VIGENCIA ES A CONTAR DEL DÍA 01 DE SEPTIEMBRE DE 2016 Y EL DÍA 29 DE SEPTIEMBRE RECIÉN ME REALIZARON BIOPSIA. POR TANTO ESTÁN ERRÓNEOS EN LO MENCIONADO, CABE SEÑALAR QUE ADEMAS DE ELLO SE ADJUNTO CARTA DE FECHA 02 DE DICIEMBRE DONDE EN UNO DE LOS PÁRRAFOS ESPECIFICA ME NIEGAN MI SOLICITUD Y DOS PARRAFOS MAS ABAJO QUE SI CUMPLO CON TODO LO QUE SE REQUIERE PARA EL PAGO DEL SEGURO, ESO SI QUE NO LO ENTIENDO. 

ES POR ELLO Y PARA MAYOR SEGURIDAD ENVÍO A USTED DOCUMENTOS Y COPIA CARTA DE IMPUGNACIÓN A RESPUESTA EMITIDA POR SEGURO.

SE ADJUNTA DOCUMENTOS PARA SU INFORMACIÓN.","SE SOLICITA A USTED FAVOR COLABORAR EN LA REVISIÓN DE LA INFORMACIÓN ADJUNTA, DONDE SE CERTIFICA QUE SI CUMPLO CON LOS REQUISITOS SOLICITADOS PARA EL PAGO DEL SUBSIDIO."
468209,APIA -Reclamo Seguros ,"Luego de comunicar 3er. siniestro ocurrido a mi vehículo, paso a entregarlo en taller indicado, pero aun no me dan respuesta formal sobre el inicio de la reparación del mismo (entregado martes 20-01-2015). Telefónicamente me indicaron que al parecer no me iban a aprobar la reparación del vehículo por no poseer licencia Chilena de conducir. Solicite una respuesta formal por escrito sobre cualquier decisión que ellos entreguen, ya que previamente me han aprobado 2 siniestros y no me han indicado nada sobre este aspecto. 
La consulta es si me robaban el vehículo no me lo iban a pagar/reponer por no contar con licencia chilena?, este es un seguro de vehículo, y en la información entregada por ellos desde la firma del contrato (Dic. 2012), no se especifica exclusivamente que es requisito obligatorio poseer licencia chilena para poder hacer uso del seguro del vehículo. Y si hubiese estado detenido, y me hubiesen chocado tampoco?.","Que den la orden de reparación del vehículo, o que me notifiquen formalmente y las razones detalladas, ya que existe precedentes. Por haber aprobaciones previas se puede exigir obligación de reparación?."
488411,APIA -Reclamo Seguros ,"En pocas palabras, uno de mis vehículos tuvo un siniestro el 24 de diciembre del 2014 y a la fecha ya a punto de cumplir 4 meses sigue en el taller, el liquidador no contesta nunca los correos ni los teléfonos y la única respuesta que tenemos es que mientras no llegue la alcoholemia no me repararan mi vehículo y culpan al juzgado que no lo pide etc etc me acaba de contestar hoy un correo y me indica el liquidador que a mediados de mayo el cree tendremos respuesta sobre la alcoholemia. Favor me dirijo a la SVS pues trabajo con mi vehículo y ya es muy desgastante y humillante para que me reparen mi vehículo por el cual pague siempre mi mensualidad del seguro y sigo pagando, pero ya lleva 1/3 del año detenido y cuando me lo reparen nadie me devolverá todos los meses perdidos. Favor puedan intervenir y ayudar en que me devuelvan mi vehículo reparado.
XX
  ","MI peticion es que me reparen mi vehiculo, me lo entreguen y puedan aplicar lucro cesante del seguro y tambien devolverme ese beneficio."
521760,APIA -Reclamo Seguros ,"EL DIA 26 DE MAYO ME VI AFECTADO POR UN SINIESTRO (N XX). ESE MISMO DIA DI AVISO A LA ASEGURADORA Y EL DIA 27 SE GENERO EL PARTE DE CARABINEROS (471 TENENCIA RECREO VINA DEL MAR). LA POLIZA CONTRATADA (POL108020) Y LA LEY DICE QUE LA ASEGURADORA NO PUEDE EXCEDER DE 45 DIAS CORRIDOS DESDE LA FECHA DE DENUNCIO PARA LA LIQUIDACION. LA LIQUIDADORA EXCEDIO LOS 6 DIAS HABILES PARA RESPONDER LA IMPUGNACION Y SE TOMO 17 DIAS HABILES (IMPUGNE EL 25 DE JUNIO Y SIENDO ACOGIDA RECIEN LA PRIMERA PARTE EL 21 DE JULIO) , EL INFORME DE LIQUIDACION FUE APROBADO Y DICTAMINA QUE ME DEBEN INDEMNIZAR CON UF 563,97 POR CONCEPTO EDIFICIO Y CON UF 23,75 POR CADA MES DE INHABITABILIDAD (POR UN MAXIMO DE 6 MESES). AL DIA DE HOY (14.08.15) VAN 81 DIAS Y AUN NO SE HA GENERADO LA LIQUIDACION, HE RECIBIDO CORREOS DONDE SENALAN FECHAS DE LIBERACION DE VALE VISTA QUE NO SE CUMPLEN Y FECHAS DE FIRMA DE FINIQUITOS QUE TAMPOCO SE CUMPLEN.","compensación económica por negligencia, daños morales, desvalorización del dinero, espera injustificada, no cumplir con los plazos que estipula la póliza contratada ni la Ley."
665514,APIA -Reclamo Seguros ,"En reiteradas oportunidades, tanto por escrito como de manera presencial, nuestra empresa ha solicitado una liquidación o documento en donde se indique claramente la forma de cálculo de un prepago por la operación singularizada con el nombre de ""Contrato de arrendamiento Metlife Chile Seguros de Vida S.A. a Panificadora Lo Saldes Ltda"" sin obtener respuesta clara y detallada. Si bien la empresa a través de los ejecutivos responsables nos indicaron en general la forma de cálculo en ninguna oportunidad se nos han entregado un detalle del cálculo.
Cabe mencionar que el Banco Santander en 2016 informó que a Metlife le había transferido un total de $923.000.000. a través de una carta de resguardo, pero con la información general que nos entregó Metlife de ninguna forma llegamos al monto antes señalado, lo cual no nos permite registrar correctamente la operación financiera, además pudiendo existir un saldo a favor de nuestra empresa.","Solicitamos que se nos haga llegar un documento escrito en donde se indiquen detalladamente los cálculos y las tasas utilizadas para determinar el monto del prepago, y además el monto que ellos calcularon a partir de estos antecedentes.
Cabe señalar que esto incluso se solicitó personalmente al gerente del área quien nos indicó que al no ser un banco no tenían  obligación de entregar esta información, por lo que necesitamos aclarar este tema."
526800,Reclamo Valores,"Desde julio estoy contactando al área atención Inversionistas para una consulta acerca de mis dividendos, a la fecha, 1 de Septiembre, no ha habido respuesta concreta de QUIËN me pueda responder lo consultado, es decir, ni siquiera responder sino que simplemente saber a quién dirigirme.
Primero lo hice a través de la página de contacto, en Junio, luego como no hubo respuesta contacté a la Subgerente de relaciones con inversionistas, el 14 de Julio,  tras la segunda insistencia me indica que derivará mi consulta a ""alguién"", esa persona aun no aparece.
Que falta de educación y acuciosidad, ni hablar del respeto a un accionista. ","Responder a quién dirigir mi consulta de cómo hacer efectivo mis dividencods, aunque sean $1"
503108,Reclamo Valores,"EN MARZO DEL PTE AÑO QUEDE CESANTE , TENIA 3 CREDITOS DE CONSUMO , PRESENTE TODA LA DOCUMENTACION SOLICITADA PARA HACER EFECTIVO EL SEGURO DE CESANTIA , 2 DE LOS 3 CREDITOS RAPIDAMENTE FUERON APROBADO , QUEDANDO 1 PENDIENTE HASTA EL DIA DE HOY",QUE HAGAN EFECTIVO EL SEGURO DE CESANTIA DEL CREDITO PENDIENTE
775811,Reclamo Valores,"El anuncio de colapso de la Bolsa, hecha por el presidente de la Bolsa de Comercio, respecto al resultado de las elecciones ¿no debiera constituir un hecho escencial?  ¿qué información tiene el Sr.Camus que el resto del mercado desconoce?",Se genere el hecho escencial correspondiente.
784467,APIA -Reclamo Seguros ,"Estimados:
El motivo de mi reclamo es que la compañía de Seguros Santander me ha venido cobrando un seguro de viajes que yo desconozco haber tomado. El seguro se ha cobrado via PAC, de renovación automática desde el 2012 a la fecha. Al percatarme, solicité a la compañía el comprobante de la toma del seguro, que me enviaron. Según el documento, yo habría contratado ese seguro vía internet el sábado 01 de septiembre del año 2012 a las 10:30 de la mañana. Es absolutamente imposible que lo haya hecho, pues ese día me casé, y a esa hora estaba arreglándome. 
La compañía sólo accedió a cancelar mi contrato y devolverme el proporcional, equivalente a unos treinta mil pesos. Ruego a ustedes la mediación para que me sea devuelto el dinero cobrado por el concepto de seguro de viaje, que insisto, jamás pude haber tomado.",Devolución del dinero cobrado por el concepto de seguro de viaje desde el 2012 a la fecha.
701359,Reclamo Valores,"ME gustaría saber quien esta administrando las acciones que uno adquirió a través de Carlos Marin, debido a que este está suspendido de sus funciones",Enviar entidad que esta administrando las acciones adquiridas a traves de Carlos Marin
722091,APIA -Reclamo Seguros ,"El 11 de enero del 2017, me operé de la rodilla (menisectomía), de acuerdo al contrato con mi seguro colectivo, la entidad chilena consolidada cubría un 100% de los gastos operatorios en 2 clínicas (davila y u de Chile) me opere en el hospital clínico de la u. de Chile, siguiendo todas las instrucciones de las ejecutivas de Aon Chile, quienes me dijeron que debía presentar una carta de resguardo y operarme con un medico del staff de la clínica, todos esos paso burocráticos los hice entre noviembre y diciembre del 2016 hasta que en enero me operé, en marzo presente todos los documentos que me solicitaban para el reembolso total de la operación (siendo antes reembolsada por mi isapre), y resulta que el total solicitado de reembolso al seguro fue de 663.819 (honorarios médicos y hospitalización), de lo cual solo obtuve 331.636",La devolución del diferencial de mi cuenta ya que no obtuve respuesta de porque no se pago lo que quedaba
