CASO_ID,DESCRIPCION_CIUDADANO,PETICION_CIUDADANO
452135,"Buenas tardes:

1. El día 6 de mayo del año 2014 suscribí un contrato de seguros automotriz con la Empresa Mapfre Seguros, ello por medio de Ripley Corredores de Seguros LTDA.

2. La póliza lleva por número XX.

3. La forma de pago acordada fue descuento de la prima a la tarjeta Ripley a nombre de la señorita XX, clienta de dicha casa comercial.

4. El mes de octubre la srta. XX puso, unilateralmente y sin mi consentimiento, terminó al contrato de seguros, a lo que Ripley Corredores de Seguros LTDA accedió.

5. Al acercarme a dicha entidad a pagar la respectiva prima, se me informó de lo anterior y de que el contrato había terminado.

6. Naturalmente, en ningún momento consentí que yo, como asegurado y parte del contrato, terminara.

7. Nunca se dejó de pagar la prima respectiva.
","Se deje sin efecto la terminación del contrato unilateral e indebida en la que incurrió o Ripley Corredores de Seguros LTDA o Mapfre Seguros (o ambos), sin perjuicio de convenir nueva forma y época de pago."
627507,"El 16 de Junio robaron el auto estacionado, rompiendo chapa trasera, espejo izquierdo, rayaron puertas y rompieron parachoques, compañía se hizo cargo solo de algunos daños y parachoques lo dejo fuera ya que liquidador puso en duda lo denunciado a carabineros indicando que yo choque el auto para lo que me solicito hacer un doble siniestro esto significa que debo pagar dos veces el deducible de 10UF y la prima me subiría. Notar que el costo de daños aceptados es de $260.278, monto aproximado a lo que debo pagar como deducible, de esa manera ellos no se harían cargo de los costos, entonces de que me sirvió pagar durante 4 años? con que derecho disponen de mi bolsillo? necesito una pronta solución ya que llevo mas de un mes sin auto.

Este seguro fue contratado el día que se compro el auto cero kilómetros y primera vez que tiene un siniestro, considero que se están burlando de mi persona.

XX",Quiero que arreglen la totalidad de daños que tiene el auto o que me devuelvan la plata de los años que les llevo pagando
512099,"el 28 de abril me llamo banco estado cobranzas de viña del ofreciendome una repactacion total de mis deudas con el banco , en 2,9 millones de pses en una sola cuota , si pagaba en 24 horas , hice eso y ya estamos a 10 de julio 2015 y el banco an no reconoce ese pago , mi ejecutivo me dice que es un problema de sistema , cuando me ofrecieron el convenio me dijeron era automatica la rebaja de las deudas , despues me dijeron que en 25 dias quedaba borrado del sistema , he concurrido a muchas oficinas , llamado a call center y ninguna respuesta concreta , hago este reclamo ya que el banco me metio dos juicios me embargaron la casa y esto fue por una enfermedad que tuve y el seguro del banco tampoco reconocio y ahora que pague no me descuentan las deudas , adjunto comprobante de pago",que banco estado reconozca el pago total de mis deudas hecho el 29 abril 2015
803014,"Sres.
	Junto con saludar, les cometo que deseo ingresar reclamo a aseguradora Vida Cámara ya que envié sobre reembolso dental n° XX  el cual figura liquidada rechazado, por el siguiente motivo: Causa de Devolución: - Según condicionado de póliza, debe adjuntar radiografías de diagnóstico y término de tratamiento realizado y pagado en boleta Nº 1508 . Certificado de atención emitido por odontólogo tratante con fecha individual de cada prestación realizada. Se devuelve boleta original Nº  1508 presentada a la compañía. Los documentos emitidos por odontólogo indican claramente que no es necesario radiografía de diagnostico y el certificado emitido por medico tratante con fecha individual por casa prestación se envió de manera correcta en sobre, por lo tanto no se entiende causal de rechazo ya que se envió documentación que se necesitaba.
","Encuentro inaudito que la aseguradora no se preocupara  que revisar la documentación como corresponde ya que toda la documentación que ellos me piden fue enviada, a demás  yo pago mi prima de seguros mes a mes como corresponde y seguro dental no lo he utilizado hace años, me preocupa que el reembolso aparezca con fecha del próximo año cuando la prestación la utilice en este periodo, necesito que se me cancele las prestaciones a  la brevedad posible ya que el seguro es un convenio colectivo y termina con fecha 31-12-2017 NECESITO RESPUESTA DE MANERA URGENTE 
"
534112,"Tenía un seguro de automóvil por un valor de $47.000 aproximadamente. Me llamaron de ComparaOnLine para ofrecerme un nuevo seguro, mas barato y resulto ser de la misma compañía Zenit, esta vez por la suma de $41.000.- Segui todo un procedimiento para renunciar al antiguo seguro y contratar el nuevo. Renuncié a fines de julio e hice la prevención para que no fueran a cargar la prima del antiguo seguro el día 10 de agosto desde mi cuenta corriente. Me aseguraron que eso no pasaría. Pues bien, pague la primera prima del nuevo seguro e igualmente me cargaron la prima del seguro antiguo por la suma de $47.000 y fracción. Al hacer el reclamo a Comparaonline, después de muchos mails de ida y vuelta, me aseguraron que me devolverían los $47.000 el día 17 de septiembre recién pasado, no obstante, a la fecha aun no me devuelven mi dinero.",Solicito que me devuelvan el dinero que me cargaron equivocadamente.
369738,"Estimados,

Favor vuestra ayuda para el copago de un siniestro que vengo solicitando desde comienzos del año 2013. Desde el año 2002 contraté un seguro complementario METLIFE, a mi nombre, por intermedio de Falabella y en mayo del 2007 agregué a mi hija.  

Trabajo en una empresa que tiene un seguro de salud y desde que lo utilizo, Metlife se ha desentendido de los pagos, alegando que ellos para pagar, necesitan los documentos originales.  

En Enero del 2013 mi hija fue operada y a pesar que lo que no cubrió la Isapre no era menor, el primer seguro (de Cruz del Sur) cubrió casi la mayor parte, quedando sólo un saldo de aprox $150.000.  Le entregué la liquidación de Cruz del Sur a Falabella, más las copias de todos los otros documentos.  Falabella nunca me respondió o Metlife indicando que no me iban a pagar.  He ido en diferentes ocasiones a la Sucursal de Antofagasta, como he llamado a la central de seguros de Falabella y nunca hay una respuesta clara, lo que me llevó a anular el Seguro que tenía contratado con ellos, ya que no iba a estar pagando por un seguro que no me sirve.

Yo tengo cartas de reclamo con recepción firmada por Falabella, exigiendo una respuesta por escrito y que también acusan de la entrega de todos los documentos que ellos requerían y que les adjunto también a ustedes, así como los mismos comprobantes que ellos entregan al momento de declarar un siniestro y que indican la entrega de los documentos.  Sin embargo, hasta el día de hoy, no hay respuesta, y siempre la misma respuesta extraoficial; que yo no he entregado todavía esto o aquello, etc. 

Les adjunto la última carta de ellos, que parece una broma, porque me dicen que aún esperan los documentos que yo les había llevado personalmente dos días antes.  

Favor vuestra ayuda para exigir a Falabella que se ordenen y den una pronta solución a esto que lleva cerca de un año en tramitación.

Atentamente,
XX
","Ayuda para exigir a Corredora de Seguros Falabella que se ordenen y den una pronta solución al pago de un siniestro que lleva cerca de un año en tramitación, sin respuesta formal."
323049,"Estimados,
La empresa IOL no posee un sistema computacional que sea claro al realizar las transacciones, tampoco indica en tiempo real pérdidas o ganancias.

Una última transacción Call de opciones sobre acciones mostró una falencia en entregar ganancias.

Este solo me entregó ganancias sobre el valor de la prima y no por la diferencia entre el valor de la acción y el precio strike de la opción.

Además me indica en un correo si la venta no se realiza en la fecha de ejercicio, entonces no puedo obtener las ganancias correspondiente, creo que eso es con acciones europeas.

El caso me ocurrió con la acción MXIM.

Ademas no me entrega las ganancias dadas por todas las ventas que realicé con ellos. en otras nueve transacciones.

Todo esto se inició cuando el spread acordado por transaccion que era 26,5 US$, no se respetaba, llegando a cobrar hasta 40US$ por transacción.

Finalmente en los correos que envío dan cuenta despues de que les tuve que aclarar.

Siento una gran estafa la manera en que trabajan, la plataforma no entrega ningún valor claro al momento de realizar operaciones.

Invertí con ellos 2500 US$ ahora nosé cuanto me deben entregar.

Adjunto antecedentes de todo lo descrito anteriormente.",Recibir un dinero acorde y recuperar la confianza para hacer trading en opciones.
356472,Solicita copias de documentos que según las sociedades fiscalizadas habría presentado en enero del 2009 . Como se trata de Traspasos de Acciones deben tener esas copias que dicen que fueron presentadas en esas fechas.,Solicita copias de Traspasos y/o Carta-Memo que hayan sido presentados en Enero del 2009
613853,"Mi Reclamo es el siguiente,  tengo un credito hipotecario con el banco esado  los cuales tiene como aseguradora BNP PARIBAS CARDIF SEG GENERALES S.A, tipo de seguro desempleo y incapacidad temporal. La cual me han rechazado mis seguro de cesantia. he presentado 
Finiquito de trabajo mutuo acuerdo con indemnizacion 
cartas de apelacion 
certificados de afp que aun estoy sin trabajo.
de los culaes  tengo dos seguros  que me los han rechazado, pero ahora el seguro de gobierno que yo no pago me salio y el seguro que tengo con ellos hace  10 años  lo rechazan. Encuentro que es un abuso porque cada vez que pregunto por el tramite funcionarios me dicen distintas versiones de los tramites que tenia que haber hecho. no soy experta en el tema  por ende  no me han sabido explicar que documentacion era la que debia entregar en su debido monento. ahora  volvi a apelar porque es un dercho que tengo por estar pagando un seguro por tanto tiempo. Espero poder tener una respuesta satisfactoria. ","revisar la documentacion para que mis seguros puedan ser autorizados, entrego toda la documentacion que he entregado y tramites que  he hecho en Banco Estado."
561281,"Estimados junto con saludarlos necesito agregar al reclamo realizado número XX, respecto a la caducidad de la póliza de mi seguro, la compañía aseguradora argumento que ellos habían enviado a mi domicilio una carta certificada indicando la cancelación, la cual como indique en el reclamo anterior nunca llego a mi domicilio, al yo solicitar que me manden el respaldo de la recepción de esta carta me envían un correo electrónico el día 28 de diciembre , donde viene decepcionada supuestamente por mí con mi Rut y una firma que claramente no es mía y la letra tampoco corresponde, adjunto las imágenes enviadas y mi Cédula de Identidad.
Además, quiero informar que como este trámite lleva bastantes días y probablemente se extienda más yo compre todos los repuestos originales y envié a un taller para la reparación de mi vehículo, de lo cual tengo las boletas de los gastos realizados, para la futuro reembolso.
Saludos 
",la devolución de los dineros gastados en la reparación del vehículo.
271061,"Mi padre, don XX, quien falleció en 1995, tenia cuatro acciones Grange-B debido a que tuvo que comprarlas para que mi hermana estudiara en dicha institución. Estas acciones pasaron a la sucesión cuando falleció. Los números de títulos son 8593(por dos acciones), 8594 (por una acción) y 8671 (por una acción), total cuatro acciones Grange serie B.
En los primeros años recibíamos correspondencia de ""The Grange School S.A."", quedando constancia de que ellos tenían nuestra dirección residencial.
En enero 2013 quise preguntar por el estado de estas acciones y me informaron que se habían rematado en el año 2011.
Mi reclamo es porqué no fuimos notificados de que se iban a rematar las acciones de nuestra propiedad?",Que la sociedad restituya las acciones a la sucesión o que nos compense por su valor mas costas.
536813,"Se presento según reglamento toda documentación, para hacer efectivo mis seguros, y ahora a la fecha continua el hostigamiento ","Pido pronta evaluación y sugerencia; ya que al esperar su evaluación , sigue el hostigamiento, piden más y más cosas, es posible alguna acción mientras esperamos su dictamen..."
747839,"En octubre de 2016, se renovó el seguro de auto con la misma aseguradora (seguros Falabella) con otros beneficios y valores, la cual no fue realizado. Según la entidad fue anulado el mismo día por un funcionario de la aseguradora, siendo que la renovación quedó firmada por el asegurado y la aseguradora y al vehículo se le hizo revisión correspondiente. El seguro que se cobró via cuenta corriente no correspondía al firmado, correspondía al contratado el año 2015. (Con un monto superior al que se renovó)
Lo que se busca es que Seguros Falabella cancele el monto total, de la diferencia del seguro contratado en octubre de 2016 al que se estuvo cobrando, a partir de esa fecha hasta julio 2017. Ya que, lo que se cobró corresponde al seguro 2015- 2016. (Seguro antiguo).
También, habían dos meses de no pago lo cual no se hizo efectivo. Se cobró de igual manera el seguro.
","Devolución de dinero cancelado por la diferencia del seguro contratado el 2016, ya que se cobró el valor del seguro anterior (2015-2016)"
689883,"INGRESE MI VEHÍCULO AL TALLER PIAMONTE DE IRARRAZAVAL 3400 EL DIA 19 DE DICIEMBRE CON FECHA DE RETIRO PARA HOY 03 DE FEBRERO, HOY A SOLO HORAS DE RETIRAR MI VEHÍCULO ME INDICAN QUE AUN NO ESTA LISTO PAR EL RETIRO, POR QUE AUN NO LLEGA EL REPUESTO, ME COMUNICO CON LO JEFES DE LAS ÁREAS ENCARGADAS PARA QUE ME DEN UNA EXPLICACIÓN, Y SOLO ME INDICAN QUE NO ESTA LISTO PARA RETIRO, PUES YO TENIA UN VIAJE POR EL FIN DE SEMANA A LA COSTA, LA CUAL NO PODRE ASISTIR, PUESTO A QUE TAMPOCO TIENEN UN AUTO DE CORTESÍA PARA QUE ME FACILITEN.... YO SOY UNA CLIENTE QUE PAGO MENSUALMENTE MISEGURO, JAMAS ME HE ATRASADO NI MENOS DEJAR DE PAGAR, CUENTO CON EL DINER DE LAS 5 UF PARA RETIRAR MI VEHICULO, Y ELLOS NO CUMPLEN? ME PARECE QUE  EL SERVICIO OTORGADO ES PESIMO, NO ENCUENTRO TAMPOCO EN LA PAGINA NINGUN NUMERO DE CONTACTO PARA ""RECLAMOS"" MI FRUSTRACIÓN Y MOLESTIA ES ENORME   ",PAGO COMPENSATORIO IGUAL O SUPERIOR A LAS 5 UF POR EL NO CUMPLIMIENTO POR FECHA DE ENTREGA Y ADEMAS POR FRUSTRAR MIS VACACIONES DE FIN DE SEMANA JUNTO A MI HIJO Y ENTORNO FAMILIAR
376434,"Hago reclamo por lo siguiente.
-La aseguradora no paga correctamente los porcentajes que se deben pagar (paga menos)
-La aseguradora realiza constantes impedimentos para evadir los pagos
-La aseguradora promete dar soluciones, incluso XX (subgerente promete 
solucion que finalmente nunca se realizo)
-La aseguradora no presta los servicios en linea de descuentos.
-La aseguradora NO CONTESTA LAS LLAMADAS NI LOS CONTACTOS POR MAIL
-La Aseguradora exige documentacion para dar visto bueno a los pagos y una vez que se hacen llegar esos papeles, ellos siguien pidiendo mas papeles solo y unicamente para poner mas trabas en el pago.

IMPORTANTE, este es un caso antiguo que incluso ya había sido mediado por la SVS y METLIFE no cumplio el acuerdo realizado con la SVS. 

Existe un constante abuso por parte de esta aseguradora.
Adjunto toda la documentación.

Atentamente.
XX
Acentos fueron omitidos.","Necesito que la superintendencia y Metlife se comuniquen conmigo para dar solucion a estos asuntos de ABUSO y paguen de una vez por todas las cosas como corresponden.
Ojalá multen a esta aseguradora."
